,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Region,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
4957,718863258,Attrited Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,Scotland,41,2,2,3,3881.0,2517,1364.0,2463.0,38,0.649
4958,717549408,Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Blue,Scotland,36,3,1,3,20485.0,0,20485.0,3024.0,51,0.0
4959,807600633,Existing Customer,44,F,2,Doctorate,Divorced,Unknown,Blue,Scotland,39,6,4,1,9856.0,671,9185.0,5408.0,83,0.068
4960,770293758,Existing Customer,44,M,3,High School,Single,Less than $40K,Blue,Scotland,38,6,1,2,2111.0,1047,1064.0,4830.0,82,0.496
4961,765584208,Existing Customer,43,F,3,Unknown,Divorced,Less than $40K,Blue,Scotland,30,3,2,1,2905.0,2079,826.0,4444.0,84,0.716
4962,811989858,Existing Customer,49,M,4,Uneducated,Unknown,$60K - $80K,Silver,Scotland,44,6,3,2,23720.799999999996,0,21964.6,3501.0,65,0.0
4963,721276383,Existing Customer,47,F,2,Post-Graduate,Divorced,$40K - $60K,Blue,Scotland,33,6,2,3,5624.0,1216,4408.0,3843.0,66,0.216
4964,708585933,Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,Wales,36,6,2,3,1656.0,1429,227.0,4258.0,77,0.863
4965,713283933,Attrited Customer,42,M,2,Uneducated,Married,$40K - $60K,Blue,Wales,30,1,3,3,3032.0,0,3032.0,2273.0,44,0.0
4966,714915633,Attrited Customer,42,M,0,High School,Single,$60K - $80K,Blue,Wales,36,4,3,6,15699.0,0,15699.0,1793.0,40,0.0
4967,709236633,Existing Customer,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,Wales,28,3,1,3,6608.0,2270,4338.0,4033.0,58,0.344
4968,827948133,Existing Customer,47,F,3,Graduate,Single,Less than $40K,Blue,Northern Ireland,43,4,2,4,5062.0,1423,3639.0,4535.0,68,0.281
4969,718946358,Existing Customer,44,M,3,Uneducated,Single,$40K - $60K,Blue,Northern Ireland,30,3,3,2,1547.0,0,1547.0,4348.0,63,0.0
4970,714400308,Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Silver,England,49,3,1,1,11060.0,1647,9413.0,4545.0,83,0.149
4971,789670533,Existing Customer,41,F,2,High School,Married,$40K - $60K,Blue,England,26,5,1,2,1438.3,0,1438.3,4300.0,67,0.0
4972,770942283,Existing Customer,46,F,2,Unknown,Single,Less than $40K,Blue,England,33,4,3,2,3670.0,0,3670.0,4811.0,68,0.0
4973,827074758,Existing Customer,42,F,3,Uneducated,Single,Less than $40K,Blue,England,38,4,1,4,1538.0,868,670.0,5228.0,61,0.564
4974,818326083,Existing Customer,54,M,3,High School,Married,$40K - $60K,Blue,Scotland,49,5,1,2,1438.3,886,552.3,4385.0,91,0.616
4975,712292133,Attrited Customer,45,F,3,College,Married,Less than $40K,Blue,Scotland,36,4,2,4,2330.0,2294,36.0,2107.0,40,0.985
4976,709449333,Existing Customer,49,M,1,High School,Single,$60K - $80K,Blue,Scotland,40,6,2,2,3170.0,1428,1742.0,4097.0,72,0.45
4977,788840283,Existing Customer,42,F,2,Post-Graduate,Divorced,Less than $40K,Blue,Scotland,26,5,2,3,2120.0,1527,593.0,4741.0,86,0.72
4978,716013858,Existing Customer,53,M,0,Graduate,Single,$80K - $120K,Blue,Scotland,34,3,1,4,20231.0,1434,18797.0,5002.0,78,0.071
4979,712229283,Attrited Customer,48,F,4,Doctorate,Unknown,Unknown,Blue,Wales,24,4,2,3,1438.3,0,1438.3,2306.0,46,0.0
4980,751422258,Existing Customer,45,F,4,Graduate,Married,Less than $40K,Blue,Wales,38,6,3,2,5583.0,0,5583.0,3317.0,71,0.0
4981,715691808,Existing Customer,41,F,3,Uneducated,Divorced,Less than $40K,Blue,England,30,5,3,4,7764.0,621,7143.0,3955.0,72,0.08
4982,794273283,Attrited Customer,51,M,3,Uneducated,Single,$80K - $120K,Blue,England,45,3,3,3,23720.799999999996,0,21964.6,2709.0,51,0.0
4983,788838033,Attrited Customer,45,M,2,College,Single,$60K - $80K,Blue,England,29,3,2,4,3841.0,0,3841.0,2832.0,48,0.0
4984,712778658,Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,England,39,4,3,3,2001.0,909,1092.0,4238.0,63,0.454
4985,789580908,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,England,37,3,2,2,8512.0,1471,7041.0,4056.0,81,0.173
4986,778965183,Existing Customer,47,F,3,Uneducated,Divorced,$40K - $60K,Blue,England,30,5,3,2,5869.0,2517,3352.0,4166.0,85,0.429
4987,714462558,Existing Customer,44,F,5,Unknown,Married,Unknown,Blue,Scotland,36,4,2,3,5791.0,0,5791.0,4556.0,67,0.0
4988,789013833,Attrited Customer,50,M,2,High School,Married,$120K +,Silver,Scotland,37,5,2,1,23720.799999999996,399,21964.6,2118.0,41,0.012
4989,800869758,Existing Customer,49,M,3,Unknown,Married,$80K - $120K,Blue,Scotland,43,6,1,1,2191.0,1414,777.0,3967.0,76,0.645
4990,807426033,Existing Customer,37,M,2,Unknown,Single,$60K - $80K,Blue,Scotland,32,4,1,1,2865.0,1176,1689.0,3462.0,61,0.41
4991,720091083,Existing Customer,43,M,4,Graduate,Married,$120K +,Blue,Wales,31,6,1,3,6467.0,1887,4580.0,4098.0,61,0.292
4992,711918033,Attrited Customer,37,F,3,Unknown,Married,Less than $40K,Blue,Wales,36,3,1,3,1468.0,1074,394.0,2050.0,32,0.732
4993,709679658,Existing Customer,58,F,2,Graduate,Single,$40K - $60K,Blue,England,50,4,3,3,5386.0,0,5386.0,4846.0,84,0.0
4994,779296908,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,England,28,5,3,3,1438.3,576,862.3,5098.0,66,0.4
4995,720682308,Existing Customer,59,F,0,Uneducated,Single,Unknown,Blue,England,46,5,1,4,5402.0,892,4510.0,4770.0,83,0.165
4996,714084483,Attrited Customer,49,F,3,Uneducated,Single,Unknown,Blue,Scotland,36,4,2,3,3855.0,211,3644.0,1724.0,34,0.055
4997,719495958,Attrited Customer,42,F,1,Unknown,Married,Less than $40K,Blue,Scotland,36,3,3,4,4557.0,0,2983.0,2509.0,46,0.0
4998,789775308,Existing Customer,54,F,2,Doctorate,Divorced,Less than $40K,Blue,Scotland,43,6,1,3,1438.3,1120,318.3,4880.0,77,0.779
4999,714726858,Attrited Customer,31,F,0,Post-Graduate,Divorced,Less than $40K,Blue,Scotland,36,6,3,3,4871.0,0,4871.0,2773.0,34,0.0
5000,709749483,Existing Customer,40,F,2,Graduate,Unknown,Less than $40K,Blue,Scotland,29,5,1,2,2636.0,1953,683.0,4584.0,70,0.741
5001,710926383,Existing Customer,32,F,2,Post-Graduate,Married,$40K - $60K,Blue,Northern Ireland,24,5,3,1,1553.0,1177,376.0,4549.0,68,0.758
5002,717172308,Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,England,37,4,2,4,3304.0,0,3304.0,1731.0,32,0.0
5003,771795933,Attrited Customer,49,M,4,Unknown,Single,$120K +,Blue,England,38,3,3,4,23720.799999999996,2517,21964.6,2376.0,55,0.073
5004,785024808,Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,England,47,6,2,3,3378.0,2134,1244.0,4464.0,83,0.632
5005,710277183,Existing Customer,34,F,3,Uneducated,Single,$40K - $60K,Blue,Scotland,27,3,2,4,2313.0,1775,538.0,4317.0,68,0.767
5006,714647808,Existing Customer,49,F,0,Graduate,Single,Less than $40K,Blue,Wales,39,4,3,0,2434.0,0,2434.0,4628.0,73,0.0
5007,709857033,Existing Customer,60,F,1,College,Single,$40K - $60K,Blue,Wales,50,5,1,3,1438.3,0,1438.3,4148.0,84,0.0
5008,714283458,Existing Customer,40,M,2,College,Single,$80K - $120K,Blue,England,36,5,1,4,14544.0,0,14544.0,4064.0,92,0.0
5009,804829533,Attrited Customer,59,M,0,High School,Single,$60K - $80K,Blue,England,36,3,6,6,23720.799999999996,471,21964.6,2864.0,51,0.019
5010,716702358,Existing Customer,44,F,2,Unknown,Married,Less than $40K,Blue,England,33,5,3,2,2337.0,698,1639.0,4048.0,83,0.299
5011,720028683,Existing Customer,49,F,2,High School,Married,$40K - $60K,Blue,England,39,5,3,4,2720.0,1926,794.0,3806.0,61,0.708
5012,757044033,Existing Customer,44,M,2,Graduate,Unknown,$80K - $120K,Blue,Scotland,37,3,1,3,1965.0,1021,944.0,3968.0,57,0.52
5013,719672283,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,Northern Ireland,39,4,2,4,23720.799999999996,1587,21964.6,3145.0,63,0.048
5014,719054733,Existing Customer,52,F,0,Post-Graduate,Single,Less than $40K,Blue,Northern Ireland,40,4,3,2,4557.0,797,641.3,4673.0,69,0.554
5015,793336383,Existing Customer,47,F,1,High School,Married,Less than $40K,Blue,England,41,3,3,4,2709.0,2034,675.0,4915.0,92,0.751
5016,795599883,Attrited Customer,57,F,2,Uneducated,Married,Unknown,Blue,England,51,3,6,2,2404.0,284,2120.0,2511.0,51,0.118
5017,715650783,Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,England,36,6,2,2,4499.0,0,4499.0,4906.0,75,0.0
5018,711819708,Attrited Customer,33,F,3,Post-Graduate,Unknown,Unknown,Blue,England,25,3,2,4,4734.0,2517,2217.0,2275.0,55,0.532
5019,713041683,Attrited Customer,55,M,2,Graduate,Married,$120K +,Blue,England,36,3,2,4,4697.0,0,4697.0,1867.0,34,0.0
5020,779544708,Existing Customer,50,M,2,Unknown,Married,$120K +,Gold,England,35,4,5,3,23720.799999999996,668,21964.6,3931.0,77,0.019
5021,712967508,Existing Customer,47,M,3,Doctorate,Unknown,$60K - $80K,Blue,Wales,36,4,1,2,2572.0,1093,1479.0,5038.0,86,0.425
5022,710231433,Existing Customer,56,M,1,Uneducated,Unknown,$60K - $80K,Blue,Wales,43,5,1,4,3110.0,2378,732.0,3395.0,75,0.765
5023,817960533,Existing Customer,41,M,4,Unknown,Married,$60K - $80K,Blue,Wales,36,5,3,2,1734.0,857,877.0,4741.0,84,0.494
5024,713431008,Existing Customer,46,F,5,High School,Married,Unknown,Blue,England,36,5,3,0,3562.0,0,3562.0,4198.0,77,0.0
5025,709663608,Attrited Customer,43,F,1,Graduate,Married,Less than $40K,Blue,England,36,4,2,4,1536.0,0,1536.0,1973.0,36,0.0
5026,754851783,Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,England,32,4,2,2,19198.0,2218,16980.0,4423.0,90,0.116
5027,808743558,Existing Customer,42,F,3,High School,Married,Unknown,Blue,England,37,3,3,3,4540.0,2517,2023.0,4804.0,66,0.554
5028,778905033,Existing Customer,45,F,5,Graduate,Divorced,Less than $40K,Blue,England,26,3,5,2,1438.3,1226,212.3,3889.0,60,0.852
5029,720844008,Existing Customer,54,F,4,Graduate,Single,Less than $40K,Blue,England,45,6,2,2,1990.0,1747,243.0,5216.0,87,0.878
5030,714286383,Existing Customer,59,M,0,High School,Single,$120K +,Blue,England,36,4,3,3,3422.0,1039,2383.0,3337.0,65,0.304
5031,718767183,Existing Customer,45,F,4,Post-Graduate,Unknown,Less than $40K,Blue,England,36,6,3,1,2192.0,1464,728.0,4905.0,89,0.668
5032,712707408,Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,Scotland,33,4,2,2,5152.0,1713,3439.0,3919.0,57,0.332
5033,789859833,Existing Customer,41,M,4,Doctorate,Unknown,Less than $40K,Blue,Scotland,31,6,2,1,2515.0,1767,748.0,4388.0,67,0.703
5034,812411058,Attrited Customer,49,F,0,Uneducated,Single,Less than $40K,Blue,Scotland,44,3,3,2,2094.0,0,2094.0,2690.0,46,0.0
5035,712311258,Existing Customer,48,F,3,Uneducated,Single,$40K - $60K,Blue,Northern Ireland,36,5,3,3,4557.0,1259,647.0,4634.0,54,0.661
5036,778397358,Attrited Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,England,22,6,2,4,5096.0,0,5096.0,2574.0,43,0.0
5037,715340733,Existing Customer,39,M,1,High School,Unknown,$40K - $60K,Blue,England,28,5,2,4,2222.0,0,2222.0,4792.0,62,0.0
5038,797495958,Existing Customer,42,F,3,Unknown,Unknown,$40K - $60K,Blue,England,36,3,2,2,3015.0,0,3015.0,4277.0,80,0.0
5039,720384633,Existing Customer,48,M,3,Uneducated,Single,$40K - $60K,Blue,England,36,6,3,2,3786.0,0,3786.0,3403.0,70,0.0
5040,810868758,Existing Customer,39,M,3,Uneducated,Married,$40K - $60K,Blue,England,34,5,1,2,12078.0,1687,10391.0,2384.0,52,0.14
5041,719105433,Existing Customer,48,F,3,College,Single,Unknown,Blue,England,38,3,3,3,6448.0,1087,5361.0,4990.0,85,0.169
5042,715609533,Attrited Customer,47,F,3,Unknown,Single,Less than $40K,Blue,England,35,1,3,3,5398.0,0,5398.0,1887.0,36,0.0
5043,712160058,Attrited Customer,59,F,2,Uneducated,Married,Less than $40K,Blue,Scotland,51,5,5,4,1438.3,0,1438.3,2146.0,44,0.0
5044,779130108,Attrited Customer,33,F,0,Uneducated,Single,$40K - $60K,Blue,Scotland,36,3,2,6,1438.3,0,1438.3,2527.0,49,0.0
5045,712335858,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,Scotland,36,4,3,2,2620.0,2081,539.0,4867.0,67,0.794
5046,789643383,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,Wales,35,3,3,3,13435.0,0,13435.0,3575.0,56,0.0
5047,717733158,Existing Customer,43,F,3,Doctorate,Married,Less than $40K,Blue,Wales,29,4,2,3,3186.0,2517,669.0,4197.0,84,0.79
5048,713205108,Existing Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,Northern Ireland,27,3,1,1,1950.0,1062,888.0,3873.0,76,0.545
5049,719749083,Existing Customer,63,M,0,Doctorate,Single,Less than $40K,Blue,England,36,5,2,0,7098.0,2224,4874.0,3465.0,59,0.313
5050,811762383,Existing Customer,42,F,2,Graduate,Married,Less than $40K,Blue,England,37,4,2,1,2250.0,1788,462.0,4908.0,71,0.795
5051,708710283,Existing Customer,45,M,5,Doctorate,Married,$120K +,Silver,England,36,6,1,4,23720.799999999996,2038,21964.6,4067.0,75,0.059
5052,708542283,Existing Customer,58,F,1,Doctorate,Married,Less than $40K,Blue,England,47,5,3,4,2495.0,2061,434.0,4399.0,70,0.826
5053,720667383,Existing Customer,39,F,2,High School,Married,Less than $40K,Blue,England,32,5,3,1,3086.0,2213,873.0,4684.0,81,0.717
5054,822952158,Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,England,49,4,2,4,1520.0,0,1520.0,4256.0,73,0.0
5055,716922633,Attrited Customer,38,M,2,Uneducated,Single,$120K +,Blue,Scotland,30,6,3,4,4043.0,2517,1526.0,2600.0,47,0.623
5056,709081683,Existing Customer,65,M,1,High School,Single,Less than $40K,Blue,Scotland,36,3,1,3,4599.0,1438,3161.0,4208.0,69,0.313
5057,710211783,Attrited Customer,38,F,4,Unknown,Married,Less than $40K,Blue,Scotland,26,3,2,2,1438.3,0,1438.3,2264.0,39,0.0
5058,720364158,Existing Customer,55,F,3,Graduate,Unknown,Unknown,Blue,Scotland,36,4,3,3,7869.0,1251,6618.0,4314.0,83,0.159
5059,713064783,Existing Customer,60,F,1,Unknown,Unknown,$40K - $60K,Blue,Scotland,48,3,3,4,5362.0,2057,3305.0,4205.0,83,0.384
5060,709873683,Existing Customer,60,M,0,Doctorate,Unknown,$40K - $60K,Silver,Wales,53,4,2,1,16541.0,1428,15113.0,4352.0,82,0.086
5061,758106108,Existing Customer,45,F,2,Uneducated,Single,Less than $40K,Blue,Wales,38,3,2,1,7486.0,1758,5728.0,4604.0,70,0.235
5062,711445233,Existing Customer,42,F,5,Uneducated,Single,Less than $40K,Blue,England,36,6,3,1,1438.3,0,1438.3,4653.0,78,0.0
5063,778912683,Existing Customer,51,F,2,Graduate,Single,Unknown,Blue,England,32,3,3,1,8365.0,1504,6861.0,4778.0,88,0.18
5064,780496833,Attrited Customer,56,F,1,College,Single,Less than $40K,Blue,England,43,3,2,2,2846.0,0,2846.0,2122.0,44,0.0
5065,720057183,Existing Customer,49,F,4,Doctorate,Single,Less than $40K,Blue,Scotland,42,5,1,4,7789.0,957,6832.0,3412.0,70,0.123
5066,789081408,Attrited Customer,44,F,4,Uneducated,Single,Less than $40K,Blue,Scotland,32,6,3,4,1438.3,170,1268.3,2527.0,45,0.118
5067,720634683,Attrited Customer,48,F,2,College,Married,Unknown,Blue,England,37,5,2,4,2220.0,0,2220.0,2456.0,45,0.0
5068,808732458,Existing Customer,48,M,3,Unknown,Married,$120K +,Blue,England,43,5,3,0,6626.0,1558,5068.0,2838.0,49,0.235
5069,719947533,Existing Customer,46,F,2,Graduate,Married,Unknown,Blue,England,36,6,2,1,5547.0,0,5547.0,4585.0,79,0.0
5070,715452408,Existing Customer,37,F,2,Graduate,Divorced,Less than $40K,Blue,England,36,4,3,3,1734.0,987,747.0,4727.0,67,0.569
5071,718103733,Existing Customer,41,F,4,Unknown,Married,Less than $40K,Blue,England,31,4,3,4,2934.0,933,2001.0,4253.0,66,0.318
5072,788705358,Existing Customer,44,M,4,High School,Married,$120K +,Blue,Scotland,33,4,1,4,14527.0,2070,12457.0,3965.0,58,0.142
5073,772105608,Existing Customer,48,F,4,Uneducated,Single,Less than $40K,Blue,Scotland,37,6,3,4,2646.0,872,1774.0,4246.0,80,0.33
5074,718396533,Existing Customer,47,M,3,College,Single,$80K - $120K,Blue,Scotland,38,5,3,3,8185.0,1556,6629.0,4527.0,83,0.19
5075,712949733,Existing Customer,46,M,5,High School,Single,$40K - $60K,Blue,Scotland,37,3,2,3,6340.0,1985,4355.0,3536.0,61,0.313
5076,772036233,Existing Customer,62,M,1,Graduate,Single,$80K - $120K,Blue,Wales,51,6,2,3,5711.0,0,5711.0,4320.0,72,0.0
5077,713285058,Existing Customer,46,F,3,Doctorate,Single,Less than $40K,Blue,Wales,34,4,3,4,2258.0,1600,658.0,4275.0,76,0.709
5078,710289783,Attrited Customer,43,F,2,Uneducated,Divorced,Less than $40K,Blue,England,25,5,2,4,2086.0,2007,79.0,2537.0,48,0.962
5079,780390108,Existing Customer,44,F,3,College,Married,$40K - $60K,Blue,England,34,3,1,2,3256.0,1013,2243.0,5079.0,81,0.311
5080,720585183,Existing Customer,50,M,3,High School,Married,$60K - $80K,Blue,England,35,3,3,2,14854.0,2136,12718.0,3659.0,68,0.144
5081,711831558,Existing Customer,49,M,4,College,Divorced,$120K +,Blue,England,41,3,1,1,7184.0,1207,5977.0,3244.0,58,0.168
5082,710854008,Existing Customer,48,M,3,Unknown,Unknown,$40K - $60K,Blue,Scotland,37,3,2,4,6541.0,1119,5422.0,3902.0,63,0.171
5083,717017808,Existing Customer,62,M,0,Uneducated,Single,$40K - $60K,Blue,Scotland,52,6,1,2,9065.0,641,8424.0,4693.0,83,0.071
5084,823615983,Attrited Customer,54,M,2,Uneducated,Single,$40K - $60K,Blue,Scotland,50,2,1,3,3682.0,2517,1165.0,1642.0,35,0.684
5085,807587433,Attrited Customer,56,F,2,Doctorate,Married,Less than $40K,Blue,Northern Ireland,51,4,6,5,1438.3,0,1438.3,2229.0,40,0.0
5086,709987683,Attrited Customer,46,F,4,Graduate,Married,Unknown,Blue,England,36,4,3,4,2286.0,0,2286.0,2798.0,40,0.0
5087,714435408,Existing Customer,57,M,3,High School,Single,$80K - $120K,Blue,England,38,4,3,1,12663.0,1028,11635.0,3297.0,54,0.081
5088,718994583,Existing Customer,48,F,2,College,Single,Less than $40K,Blue,England,35,3,3,1,1438.3,816,622.3,4777.0,69,0.567
5089,793616883,Existing Customer,39,F,5,Graduate,Single,Less than $40K,Blue,England,33,5,2,2,1438.3,668,770.3,5205.0,78,0.464
5090,779978283,Existing Customer,45,F,3,High School,Married,Unknown,Blue,Scotland,34,4,2,1,5056.0,0,5056.0,4428.0,78,0.0
5091,713370033,Attrited Customer,53,F,0,Graduate,Single,Less than $40K,Blue,Scotland,40,4,1,4,1438.3,0,1438.3,2014.0,53,0.0
5092,710482533,Existing Customer,26,M,0,Unknown,Married,$120K +,Blue,Wales,36,4,2,1,23720.799999999996,2005,21964.6,3863.0,72,0.065
5093,778830933,Existing Customer,40,M,3,Graduate,Married,$80K - $120K,Blue,Wales,21,3,2,0,1804.0,1040,764.0,5308.0,78,0.576
5094,736145283,Existing Customer,43,M,2,College,Married,$80K - $120K,Blue,Wales,24,6,1,4,1669.0,0,1669.0,3591.0,59,0.0
5095,778718658,Existing Customer,33,F,2,High School,Divorced,Unknown,Blue,Northern Ireland,36,3,3,4,9725.0,0,9725.0,4062.0,65,0.0
5096,719482008,Existing Customer,45,M,1,Uneducated,Single,$60K - $80K,Blue,England,35,5,3,2,21696.0,1036,20660.0,3354.0,76,0.048
5097,715004808,Existing Customer,49,F,2,High School,Married,Less than $40K,Blue,England,39,5,3,1,2992.0,1845,1147.0,4339.0,84,0.617
5098,720014358,Existing Customer,38,F,1,Doctorate,Single,Less than $40K,Blue,England,26,5,2,4,1934.0,985,949.0,4019.0,78,0.509
5099,718208358,Existing Customer,43,M,5,Uneducated,Married,$120K +,Blue,Scotland,31,4,3,4,23720.799999999996,830,21964.6,3789.0,57,0.024
5100,713380308,Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Blue,Scotland,36,6,2,1,1734.0,0,1734.0,4092.0,76,0.0
5101,716477133,Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Blue,Scotland,32,3,3,4,1438.3,838,600.3,3910.0,75,0.583
5102,713949858,Attrited Customer,39,F,2,Doctorate,Married,Less than $40K,Blue,England,36,4,3,4,1438.3,886,552.3,1674.0,42,0.616
5103,827619933,Existing Customer,48,M,2,Uneducated,Single,$40K - $60K,Blue,England,44,3,1,2,9673.0,0,9673.0,3541.0,87,0.0
5104,779135808,Existing Customer,56,F,2,Doctorate,Single,$40K - $60K,Blue,England,38,5,1,4,3609.0,1026,2583.0,4318.0,81,0.284
5105,719751483,Attrited Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,England,36,4,3,1,1438.3,576,862.3,2567.0,48,0.4
5106,708219858,Existing Customer,39,M,2,Graduate,Single,$40K - $60K,Blue,England,26,6,3,2,6423.0,0,6423.0,4295.0,70,0.0
5107,779681433,Attrited Customer,48,F,3,Graduate,Married,$40K - $60K,Blue,England,31,6,3,4,14899.0,0,14899.0,1519.0,26,0.0
5108,720169383,Existing Customer,52,F,2,College,Married,$40K - $60K,Blue,England,41,3,1,1,3224.0,2111,1113.0,3707.0,74,0.655
5109,718056033,Existing Customer,44,F,3,High School,Married,Less than $40K,Blue,England,34,5,3,2,4135.0,1606,2529.0,3334.0,56,0.388
5110,789226683,Existing Customer,44,M,1,Unknown,Married,$60K - $80K,Blue,England,33,6,2,3,4969.0,1187,3782.0,3878.0,82,0.239
5111,822902508,Existing Customer,41,F,3,College,Single,$40K - $60K,Blue,England,37,3,3,3,8376.0,1219,7157.0,4015.0,77,0.146
5112,780462183,Existing Customer,44,M,2,Unknown,Single,$80K - $120K,Blue,Scotland,31,5,5,2,3454.0,2065,1389.0,4026.0,67,0.598
5113,715502808,Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,Scotland,36,4,3,2,23720.799999999996,1987,21964.6,4442.0,76,0.077
5114,788755158,Existing Customer,49,M,3,High School,Married,$60K - $80K,Blue,Scotland,29,4,3,1,1438.3,535,903.3,3016.0,80,0.372
5115,780038058,Attrited Customer,38,F,2,High School,Single,Less than $40K,Blue,Scotland,22,3,2,5,1556.0,0,1556.0,2283.0,46,0.0
5116,709536483,Attrited Customer,57,M,3,Graduate,Married,$60K - $80K,Blue,Scotland,49,5,0,3,8701.0,215,8486.0,1999.0,41,0.025
5117,712563408,Attrited Customer,33,M,2,Uneducated,Single,$40K - $60K,Blue,Wales,18,1,1,6,5600.0,2517,3083.0,2296.0,46,0.449
5118,771222558,Existing Customer,55,F,3,Graduate,Unknown,Less than $40K,Blue,Wales,32,6,1,3,2900.0,2018,882.0,4467.0,79,0.696
5119,708145908,Existing Customer,61,F,0,Graduate,Married,$40K - $60K,Blue,England,50,3,3,0,4906.0,2185,2721.0,3999.0,71,0.445
5120,717755058,Existing Customer,41,F,4,Doctorate,Single,Less than $40K,Blue,England,36,4,3,4,2687.0,1317,1370.0,4096.0,76,0.49
5121,789109983,Existing Customer,40,F,3,High School,Divorced,$40K - $60K,Blue,England,28,4,1,4,4464.0,1418,3046.0,3870.0,73,0.318
5122,802600233,Existing Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,England,45,5,1,3,1438.3,869,569.3,4124.0,59,0.604
5123,720449208,Existing Customer,34,F,1,College,Married,Less than $40K,Blue,England,36,6,1,4,2221.0,1814,407.0,4758.0,64,0.817
5124,719557983,Existing Customer,42,M,4,Uneducated,Married,$60K - $80K,Blue,England,36,5,3,3,2966.0,2371,595.0,4416.0,83,0.799
5125,766111383,Existing Customer,38,F,2,High School,Married,$40K - $60K,Blue,England,31,4,2,4,1593.0,1091,502.0,4136.0,67,0.685
5126,789367083,Existing Customer,41,F,2,Uneducated,Single,Less than $40K,Blue,England,31,5,3,3,2450.0,1490,960.0,3778.0,64,0.608
5127,710538183,Existing Customer,53,F,3,Graduate,Divorced,Less than $40K,Blue,England,42,3,2,4,1529.0,563,966.0,4220.0,83,0.368
5128,708534033,Existing Customer,45,F,3,Graduate,Single,$40K - $60K,Blue,Scotland,36,5,2,2,6274.0,883,5391.0,4726.0,82,0.141
5129,716739258,Existing Customer,43,F,4,Unknown,Single,Less than $40K,Blue,Scotland,33,5,2,4,1438.3,0,1438.3,3932.0,62,0.0
5130,788940558,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,Scotland,27,6,1,2,2134.0,1085,1049.0,4224.0,75,0.508
5131,714722808,Existing Customer,50,M,1,College,Married,$80K - $120K,Blue,Scotland,33,5,3,2,17158.0,1211,15947.0,4153.0,91,0.071
5132,713249883,Existing Customer,51,F,2,Uneducated,Married,$40K - $60K,Blue,Wales,36,6,3,3,3359.0,873,2486.0,4572.0,81,0.26
5133,714207483,Existing Customer,47,M,3,Graduate,Married,$80K - $120K,Blue,Wales,41,6,1,4,11997.0,1424,10573.0,4125.0,80,0.119
5134,720068808,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Blue,England,32,3,3,2,3302.0,1980,1322.0,3899.0,65,0.6
5135,778601733,Attrited Customer,55,F,3,High School,Single,$40K - $60K,Blue,England,47,5,4,3,2687.0,1689,998.0,2370.0,34,0.629
5136,709779258,Existing Customer,53,F,3,Post-Graduate,Married,Less than $40K,Blue,England,43,4,3,4,1438.3,0,1438.3,4075.0,71,0.0
5137,713696808,Attrited Customer,46,F,3,High School,Married,Less than $40K,Blue,England,39,3,3,0,1801.0,316,1485.0,2252.0,42,0.175
5138,720044658,Attrited Customer,53,M,1,Post-Graduate,Single,$60K - $80K,Blue,England,46,6,2,4,4573.0,2076,2497.0,2720.0,46,0.454
5139,716373483,Attrited Customer,48,F,5,Graduate,Married,Less than $40K,Blue,England,40,4,3,2,2860.0,2517,343.0,1544.0,45,0.88
5140,714305508,Existing Customer,46,F,3,Uneducated,Married,$40K - $60K,Blue,Scotland,36,6,3,2,13387.0,0,13387.0,3706.0,81,0.0
5141,712202433,Existing Customer,46,F,2,High School,Single,Less than $40K,Blue,Scotland,36,3,3,4,2283.0,1020,1263.0,3687.0,68,0.447
